timestamp,open,high,low,close,volume,close_time
2025-03-17 15:05:00,82787.05,82898.44,82773.22,82881.57,10.70910,2025-03-17 15:05:59.999
2025-03-17 15:04:00,82728.26,82803.83,82706.58,82787.05,15.70879,2025-03-17 15:04:59.999
2025-03-17 15:03:00,82820.41,82857.26,82728.26,82728.26,20.67029,2025-03-17 15:03:59.999
2025-03-17 15:02:00,82961.06,82961.06,82769.24,82820.42,27.90555,2025-03-17 15:02:59.999
2025-03-17 15:01:00,82978.73,83019.19,82945.16,82961.06,10.32746,2025-03-17 15:01:59.999
